1	115
1	172
1	203
1	266
1	396
1	496
1	722
1	792
1	822
1	960
2	52
2	98
2	114
2	199
2	351
2	578
2	721
2	786
2	855
2	948
3	27
3	97
3	482
3	542
3	628
3	634
3	635
3	711
3	717
3	797
4	111
4	290
4	392
4	643
4	742
4	750
4	840
4	881
4	928
4	952
5	117
5	196
5	228
5	236
5	379
5	425
5	629
5	825
5	861
5	869
6	398
6	553
6	596
6	600
6	622
6	665
6	808
6	850
6	933
6	988
7	84
7	125
7	270
7	398
7	405
7	705
7	729
7	844
7	884
7	890
8	102
8	141
8	189
8	237
8	251
8	466
8	474
8	578
8	730
8	752
9	44
9	137
9	156
9	264
9	298
9	598
9	712
9	755
9	771
9	950
10	299
10	303
10	335
10	352
10	403
10	568
10	597
10	683
10	872
10	977
11	206
11	219
11	374
11	432
11	512
11	601
11	611
11	644
11	712
11	878
12	152
12	167
12	199
12	236
12	309
12	410
12	579
12	769
12	786
12	803
13	97
13	124
13	230
13	315
13	603
13	671
13	674
13	690
13	787
13	810
14	109
14	149
14	151
14	256
14	296
14	349
14	599
14	647
14	699
14	806
15	295
15	364
15	459
15	494
15	572
15	617
15	618
15	746
15	792
15	859
16	25
16	188
16	200
16	296
16	433
16	456
16	576
16	640
16	823
16	937
17	37
17	240
17	403
17	481
17	520
17	568
17	637
17	828
17	946
17	997
18	20
18	49
18	99
18	328
18	336
18	358
18	480
18	523
18	765
18	799
19	29
19	144
19	176
19	603
19	667
19	677
19	701
19	829
19	849
19	903
20	18
20	138
20	156
20	232
20	322
20	336
20	470
20	602
20	905
20	934
21	75
21	112
21	153
21	171
21	283
21	668
21	682
21	729
21	835
21	950
22	41
22	173
22	215
22	219
22	296
22	311
22	436
22	724
22	735
22	760
23	61
23	96
23	161
23	201
23	215
23	500
23	612
23	905
23	984
23	995
24	45
24	78
24	147
24	338
24	368
24	369
24	779
24	866
24	942
24	960
25	16
25	83
25	95
25	243
25	433
25	524
25	557
25	577
25	778
25	985
26	53
26	110
26	135
26	258
26	382
26	546
26	802
26	920
26	965
26	994
27	3
27	310
27	522
27	556
27	569
27	584
27	797
27	798
27	853
27	996
28	91
28	227
28	264
28	277
28	309
28	455
28	507
28	614
28	621
28	838
29	19
29	147
29	154
29	236
29	294
29	436
29	449
29	630
29	760
29	988
30	90
30	157
30	168
30	172
30	343
30	470
30	585
30	745
30	956
30	959
31	87
31	311
31	358
31	370
31	372
31	376
31	480
31	523
31	990
31	999
32	134
32	168
32	264
32	284
32	343
32	394
32	522
32	657
32	811
32	877
33	247
33	273
33	305
33	361
33	474
33	491
33	577
33	818
33	937
33	958
34	120
34	269
34	285
34	327
34	373
34	442
34	570
34	741
34	756
34	805
35	152
35	212
35	251
35	309
35	324
35	462
35	615
35	936
35	964
35	987
36	227
36	231
36	290
36	424
36	616
36	706
36	881
36	891
36	989
36	997
37	17
37	190
37	225
37	387
37	399
37	403
37	629
37	637
37	688
37	751
38	133
38	154
38	264
38	305
38	355
38	422
38	435
38	566
38	709
38	881
39	49
39	56
39	214
39	226
39	253
39	388
39	439
39	673
39	747
39	911
40	74
40	153
40	299
40	437
40	532
40	588
40	648
40	778
40	898
40	900
41	22
41	131
41	153
41	179
41	221
41	422
41	491
41	648
41	738
41	880
42	238
42	292
42	297
42	322
42	328
42	406
42	414
42	445
42	681
42	877
43	190
43	359
43	379
43	399
43	493
43	551
43	559
43	670
43	872
43	979
44	9
44	287
44	313
44	430
44	433
44	767
44	771
44	901
44	906
44	916
45	24
45	89
45	186
45	214
45	229
45	281
45	323
45	384
45	526
45	736
46	159
46	300
46	333
46	578
46	591
46	687
46	728
46	790
46	809
46	864
47	161
47	255
47	285
47	405
47	492
47	519
47	622
47	636
47	912
47	961
48	92
48	190
48	225
48	431
48	495
48	515
48	813
48	860
48	930
48	979
49	18
49	39
49	178
49	253
49	271
49	281
49	313
49	695
49	756
49	808
50	152
50	428
50	529
50	562
50	620
50	757
50	886
50	934
50	966
50	987
51	67
51	70
51	131
51	257
51	385
51	565
51	587
51	723
51	761
51	833
52	2
52	98
52	101
52	102
52	578
52	610
52	685
52	752
52	845
52	876
53	26
53	71
53	139
53	259
53	345
53	498
53	534
53	600
53	715
53	922
54	111
54	166
54	238
54	348
54	372
54	400
54	402
54	521
54	602
54	980
55	84
55	113
55	259
55	353
55	460
55	472
55	716
55	733
55	756
55	941
56	39
56	90
56	137
56	200
56	457
56	755
56	813
56	834
56	847
56	982
57	84
57	205
57	281
57	393
57	402
57	610
57	705
57	848
57	899
57	922
58	89
58	159
58	415
58	490
58	511
58	591
58	790
58	835
58	859
58	932
59	90
59	200
59	234
59	324
59	522
59	574
59	901
59	912
59	971
59	985
60	213
60	365
60	417
60	697
60	732
60	775
60	944
60	949
60	954
60	989
61	23
61	88
61	252
61	274
61	485
61	689
61	793
61	866
61	873
61	912
62	93
62	95
62	173
62	500
62	599
62	793
62	895
62	898
62	921
62	1000
63	148
63	172
63	269
63	302
63	406
63	439
63	440
63	885
63	969
63	983
64	89
64	159
64	333
64	380
64	460
64	513
64	541
64	690
64	770
64	823
65	311
65	406
65	481
65	656
65	737
65	820
65	869
65	902
65	939
65	999
66	86
66	149
66	296
66	349
66	513
66	655
66	833
66	837
66	929
66	962
67	51
67	99
67	103
67	437
67	448
67	550
67	636
67	685
67	870
67	947
68	136
68	186
68	321
68	385
68	459
68	618
68	722
68	747
68	808
68	978
69	95
69	119
69	191
69	223
69	319
69	392
69	424
69	559
69	704
69	881
70	51
70	248
70	288
70	406
70	555
70	658
70	711
70	723
70	947
70	953
71	53
71	158
71	160
71	307
71	332
71	355
71	362
71	461
71	498
71	625
72	120
72	220
72	297
